Value,lulcc,lu_T1,lu_T2,lc_T1,lc_T2,general_T1,general_T2,macro_T1,macro_T2
6523,Terrene Wetlands Harvested Forest to Tree Canopy Over Roads,Harvested Forest,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
6525,Terrene Wetlands Harvested Forest to Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
6527,Terrene Wetlands Harvested Forest to Turf Grass,Harvested Forest,Turf,Low Vegetation,Low Vegetation,Harvested Forest,Turf Grass,Natural,Developed
6530,Terrene Wetlands Harvested Forest to Extractive Barren,Harvested Forest,Extractive,Low Vegetation,Barren,Harvested Forest,Extractive,Natural,Developed
6531,Terrene Wetlands Harvested Forest to Extractive Impervious,Harvested Forest,Extractive,Low Vegetation,Other Impervious,Harvested Forest,Extractive,Natural,Developed
6532,Terrene Wetlands Harvested Forest to Solar Field Panel Arrays,Harvested Forest,Solar Field,Low Vegetation,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
6560,Terrene Wetlands Harvested Forest to Terrene Wetlands Barren,Harvested Forest,Terrene Wetlands,Low Vegetation,Barren,Harvested Forest,"Wetlands, Terrene Non-forested",Natural,Natural
6561,Terrene Wetlands Harvested Forest to Terrene Wetlands Herbaceous,Harvested Forest,Terrene Wetlands,Low Vegetation,Low Vegetation,Harvested Forest,"Wetlands, Terrene Non-forested",Natural,Natural
6562,Terrene Wetlands Harvested Forest to Terrene Wetlands Shrubland,Harvested Forest,Terrene Wetlands,Low Vegetation,Shrubland,Harvested Forest,"Wetlands, Terrene Non-forested",Natural,Natural
6563,Terrene Wetlands Harvested Forest to Terrene Wetlands Forested Other,Harvested Forest,Terrene Wetlands,Low Vegetation,Tree Canopy,Harvested Forest,"Forested, Other",Natural,Natural
6564,Terrene Wetlands Harvested Forest to Terrene Wetlands Forest,Harvested Forest,Terrene Wetlands,Low Vegetation,Tree Canopy,Harvested Forest,Forest,Natural,Natural
7010,Tidal Wetlands Barren to Tidal Waters,Tidal Wetlands,Tidal Waters,Barren,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7012,Tidal Wetlands Barren to Riverine Ponds,Tidal Wetlands,Riverine Ponds,Barren,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7013,Tidal Wetlands Barren to Terrene Ponds,Tidal Wetlands,Terrene Ponds,Barren,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7020,Tidal Wetlands Barren to Roads,Tidal Wetlands,Roads,Barren,Impervious Roads,"Wetlands, Tidal Non-forested",Impervious Roads,Natural,Developed
7021,Tidal Wetlands Barren to Structures,Tidal Wetlands,Structures,Barren,Impervious Structures,"Wetlands, Tidal Non-forested",Impervious Structures,Natural,Developed
7022,Tidal Wetlands Barren to Other Impervious,Tidal Wetlands,Other Impervious,Barren,Other Impervious,"Wetlands, Tidal Non-forested","Impervious, Other",Natural,Developed
7025,Tidal Wetlands Barren to Tree Canopy Over Other Impervious,Tidal Wetlands,Tree Canopy Over Other Impervious,Barren,Tree Canopy Over Other Impervious,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7071,Tidal Wetlands Barren to Tidal Wetlands Herbaceous,Tidal Wetlands,Tidal Wetlands,Barren,Low Vegetation,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7072,Tidal Wetlands Barren to Tidal Wetlands Shrubland,Tidal Wetlands,Tidal Wetlands,Barren,Shrubland,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7073,Tidal Wetlands Barren to Tidal Wetlands Forested Other,Tidal Wetlands,Tidal Wetlands,Barren,Tree Canopy,"Wetlands, Tidal Non-forested","Forested, Other",Natural,Natural
7074,Tidal Wetlands Barren to Tidal Wetlands Forest,Tidal Wetlands,Tidal Wetlands,Barren,Tree Canopy,"Wetlands, Tidal Non-forested",Forest,Natural,Natural
7075,Tidal Wetlands Barren to Tidal Wetlands Harvested Forest,Tidal Wetlands,Harvested Forest,Barren,Low Vegetation,"Wetlands, Tidal Non-forested",Harvested Forest,Natural,Natural
7110,Tidal Wetlands Herbaceous to Tidal Waters,Tidal Wetlands,Tidal Waters,Low Vegetation,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7112,Tidal Wetlands Herbaceous to Riverine Ponds,Tidal Wetlands,Riverine Ponds,Low Vegetation,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7113,Tidal Wetlands Herbaceous to Terrene Ponds,Tidal Wetlands,Terrene Ponds,Low Vegetation,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7114,Tidal Wetlands Herbaceous to Streams and Rivers,Tidal Wetlands,Streams and Rivers,Low Vegetation,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7120,Tidal Wetlands Herbaceous to Roads,Tidal Wetlands,Roads,Low Vegetation,Impervious Roads,"Wetlands, Tidal Non-forested",Impervious Roads,Natural,Developed
7121,Tidal Wetlands Herbaceous to Structures,Tidal Wetlands,Structures,Low Vegetation,Impervious Structures,"Wetlands, Tidal Non-forested",Impervious Structures,Natural,Developed
7122,Tidal Wetlands Herbaceous to Other Impervious,Tidal Wetlands,Other Impervious,Low Vegetation,Other Impervious,"Wetlands, Tidal Non-forested","Impervious, Other",Natural,Developed
7123,Tidal Wetlands Herbaceous to Tree Canopy Over Roads,Tidal Wetlands,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7124,Tidal Wetlands Herbaceous to Tree Canopy Over Structures,Tidal Wetlands,Tree Canopy Over Structures,Low Vegetation,Tree Canopy Over Impervious Structures,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7125,Tidal Wetlands Herbaceous to Tree Canopy Over Other Impervious,Tidal Wetlands,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7130,Tidal Wetlands Herbaceous to Extractive Barren,Tidal Wetlands,Extractive,Low Vegetation,Barren,"Wetlands, Tidal Non-forested",Extractive,Natural,Developed
7131,Tidal Wetlands Herbaceous to Extractive Impervious,Tidal Wetlands,Extractive,Low Vegetation,Other Impervious,"Wetlands, Tidal Non-forested",Extractive,Natural,Developed
7132,Tidal Wetlands Herbaceous to Solar Field Panel Arrays,Tidal Wetlands,Solar Field,Low Vegetation,Other Impervious,"Wetlands, Tidal Non-forested","Impervious, Other",Natural,Developed
7170,Tidal Wetlands Herbaceous to Tidal Wetlands Barren,Tidal Wetlands,Tidal Wetlands,Low Vegetation,Barren,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7172,Tidal Wetlands Herbaceous to Tidal Wetlands Shrubland,Tidal Wetlands,Tidal Wetlands,Low Vegetation,Shrubland,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7173,Tidal Wetlands Herbaceous to Tidal Wetlands Forested Other,Tidal Wetlands,Tidal Wetlands,Low Vegetation,Tree Canopy,"Wetlands, Tidal Non-forested","Forested, Other",Natural,Natural
7174,Tidal Wetlands Herbaceous to Tidal Wetlands Forest,Tidal Wetlands,Tidal Wetlands,Low Vegetation,Tree Canopy,"Wetlands, Tidal Non-forested",Forest,Natural,Natural
7175,Tidal Wetlands Herbaceous to Tidal Wetlands Harvested Forest,Tidal Wetlands,Harvested Forest,Low Vegetation,Low Vegetation,"Wetlands, Tidal Non-forested",Harvested Forest,Natural,Natural
7210,Tidal Wetlands Shrubland to Tidal Waters,Tidal Wetlands,Tidal Waters,Shrubland,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7212,Tidal Wetlands Shrubland to Riverine Ponds,Tidal Wetlands,Riverine Ponds,Shrubland,Water,"Wetlands, Tidal Non-forested",Water,Natural,Water
7220,Tidal Wetlands Shrubland to Roads,Tidal Wetlands,Roads,Shrubland,Impervious Roads,"Wetlands, Tidal Non-forested",Impervious Roads,Natural,Developed
7221,Tidal Wetlands Shrubland to Structures,Tidal Wetlands,Structures,Shrubland,Impervious Structures,"Wetlands, Tidal Non-forested",Impervious Structures,Natural,Developed
7222,Tidal Wetlands Shrubland to Other Impervious,Tidal Wetlands,Other Impervious,Shrubland,Other Impervious,"Wetlands, Tidal Non-forested","Impervious, Other",Natural,Developed
7224,Tidal Wetlands Shrubland to Tree Canopy Over Structures,Tidal Wetlands,Tree Canopy Over Structures,Shrubland,Tree Canopy Over Impervious Structures,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7225,Tidal Wetlands Shrubland to Tree Canopy Over Other Impervious,Tidal Wetlands,Tree Canopy Over Other Impervious,Shrubland,Tree Canopy Over Other Impervious,"Wetlands, Tidal Non-forested",Tree Canopy over Impervious,Natural,Developed
7270,Tidal Wetlands Shrubland to Tidal Wetlands Barren,Tidal Wetlands,Tidal Wetlands,Shrubland,Barren,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7271,Tidal Wetlands Shrubland to Tidal Wetlands Herbaceous,Tidal Wetlands,Tidal Wetlands,Shrubland,Low Vegetation,"Wetlands, Tidal Non-forested","Wetlands, Tidal Non-forested",Natural,Natural
7273,Tidal Wetlands Shrubland to Tidal Wetlands Forested Other,Tidal Wetlands,Tidal Wetlands,Shrubland,Tree Canopy,"Wetlands, Tidal Non-forested","Forested, Other",Natural,Natural
7274,Tidal Wetlands Shrubland to Tidal Wetlands Forest,Tidal Wetlands,Tidal Wetlands,Shrubland,Tree Canopy,"Wetlands, Tidal Non-forested",Forest,Natural,Natural
7275,Tidal Wetlands Shrubland to Tidal Wetlands Harvested Forest,Tidal Wetlands,Harvested Forest,Shrubland,Low Vegetation,"Wetlands, Tidal Non-forested",Harvested Forest,Natural,Natural
7310,Tidal Wetlands Forested Other to Tidal Waters,Tidal Wetlands,Tidal Waters,Tree Canopy,Water,"Forested, Other",Water,Natural,Water
7312,Tidal Wetlands Forested Other to Riverine Ponds,Tidal Wetlands,Riverine Ponds,Tree Canopy,Water,"Forested, Other",Water,Natural,Water
7313,Tidal Wetlands Forested Other to Terrene Ponds,Tidal Wetlands,Terrene Ponds,Tree Canopy,Water,"Forested, Other",Water,Natural,Water
7314,Tidal Wetlands Forested Other to Streams and Rivers,Tidal Wetlands,Streams and Rivers,Tree Canopy,Water,"Forested, Other",Water,Natural,Water
7320,Tidal Wetlands Forested Other to Roads,Tidal Wetlands,Roads,Tree Canopy,Impervious Roads,"Forested, Other",Impervious Roads,Natural,Developed
7321,Tidal Wetlands Forested Other to Structures,Tidal Wetlands,Structures,Tree Canopy,Impervious Structures,"Forested, Other",Impervious Structures,Natural,Developed
7322,Tidal Wetlands Forested Other to Other Impervious,Tidal Wetlands,Other Impervious,Tree Canopy,Other Impervious,"Forested, Other","Impervious, Other",Natural,Developed
7323,Tidal Wetlands Forested Other to Tree Canopy Over Roads,Tidal Wetlands,Tree Canopy Over Roads,Tree Canopy,Tree Canopy Over Impervious Roads,"Forested, Other",Tree Canopy over Impervious,Natural,Developed
7324,Tidal Wetlands Forested Other to Tree Canopy Over Structures,Tidal Wetlands,Tree Canopy Over Structures,Tree Canopy,Tree Canopy Over Impervious Structures,"Forested, Other",Tree Canopy over Impervious,Natural,Developed
7325,Tidal Wetlands Forested Other to Tree Canopy Over Other Impervious,Tidal Wetlands,Tree Canopy Over Other Impervious,Tree Canopy,Tree Canopy Over Other Impervious,"Forested, Other",Tree Canopy over Impervious,Natural,Developed
7370,Tidal Wetlands Forested Other to Tidal Wetlands Barren,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Barren,"Forested, Other","Wetlands, Tidal Non-forested",Natural,Natural
7371,Tidal Wetlands Forested Other to Tidal Wetlands Herbaceous,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Low Vegetation,"Forested, Other","Wetlands, Tidal Non-forested",Natural,Natural
7372,Tidal Wetlands Forested Other to Tidal Wetlands Shrubland,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Shrubland,"Forested, Other","Wetlands, Tidal Non-forested",Natural,Natural
7374,Tidal Wetlands Forested Other to Tidal Wetlands Forest,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Tree Canopy,"Forested, Other",Forest,Natural,Natural
7375,Tidal Wetlands Forested Other to Tidal Wetlands Harvested Forest,Tidal Wetlands,Harvested Forest,Tree Canopy,Low Vegetation,"Forested, Other",Harvested Forest,Natural,Natural
7410,Tidal Wetlands Forest to Tidal Waters,Tidal Wetlands,Tidal Waters,Tree Canopy,Water,Forest,Water,Natural,Water
7412,Tidal Wetlands Forest to Riverine Ponds,Tidal Wetlands,Riverine Ponds,Tree Canopy,Water,Forest,Water,Natural,Water
7413,Tidal Wetlands Forest to Terrene Ponds,Tidal Wetlands,Terrene Ponds,Tree Canopy,Water,Forest,Water,Natural,Water
7414,Tidal Wetlands Forest to Streams and Rivers,Tidal Wetlands,Streams and Rivers,Tree Canopy,Water,Forest,Water,Natural,Water
7420,Tidal Wetlands Forest to Roads,Tidal Wetlands,Roads,Tree Canopy,Impervious Roads,Forest,Impervious Roads,Natural,Developed
7421,Tidal Wetlands Forest to Structures,Tidal Wetlands,Structures,Tree Canopy,Impervious Structures,Forest,Impervious Structures,Natural,Developed
7422,Tidal Wetlands Forest to Other Impervious,Tidal Wetlands,Other Impervious,Tree Canopy,Other Impervious,Forest,"Impervious, Other",Natural,Developed
7424,Tidal Wetlands Forest to Tree Canopy Over Structures,Tidal Wetlands,Tree Canopy Over Structures,Tree Canopy,Tree Canopy Over Impervious Structures,Forest,Tree Canopy over Impervious,Natural,Developed
7425,Tidal Wetlands Forest to Tree Canopy Over Other Impervious,Tidal Wetlands,Tree Canopy Over Other Impervious,Tree Canopy,Tree Canopy Over Other Impervious,Forest,Tree Canopy over Impervious,Natural,Developed
7430,Tidal Wetlands Forest to Extractive Barren,Tidal Wetlands,Extractive,Tree Canopy,Barren,Forest,Extractive,Natural,Developed
7431,Tidal Wetlands Forest to Extractive Impervious,Tidal Wetlands,Extractive,Tree Canopy,Other Impervious,Forest,Extractive,Natural,Developed
7470,Tidal Wetlands Forest to Tidal Wetlands Barren,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Barren,Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7471,Tidal Wetlands Forest to Tidal Wetlands Herbaceous,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Low Vegetation,Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7472,Tidal Wetlands Forest to Tidal Wetlands Shrubland,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Shrubland,Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7473,Tidal Wetlands Forest to Tidal Wetlands Forested Other,Tidal Wetlands,Tidal Wetlands,Tree Canopy,Tree Canopy,Forest,"Forested, Other",Natural,Natural
7475,Tidal Wetlands Forest to Tidal Wetlands Harvested Forest,Tidal Wetlands,Harvested Forest,Tree Canopy,Low Vegetation,Forest,Harvested Forest,Natural,Natural
7510,Tidal Wetlands Harvested Forest to Tidal Waters,Harvested Forest,Tidal Waters,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
7514,Tidal Wetlands Harvested Forest to Streams and Rivers,Harvested Forest,Streams and Rivers,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
7521,Tidal Wetlands Harvested Forest to Structures,Harvested Forest,Structures,Low Vegetation,Impervious Structures,Harvested Forest,Impervious Structures,Natural,Developed
7522,Tidal Wetlands Harvested Forest to Other Impervious,Harvested Forest,Other Impervious,Low Vegetation,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
7525,Tidal Wetlands Harvested Forest to Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
7530,Tidal Wetlands Harvested Forest to Extractive Barren,Harvested Forest,Extractive,Low Vegetation,Barren,Harvested Forest,Extractive,Natural,Developed
7570,Tidal Wetlands Harvested Forest to Tidal Wetlands Barren,Harvested Forest,Tidal Wetlands,Low Vegetation,Barren,Harvested Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7571,Tidal Wetlands Harvested Forest to Tidal Wetlands Herbaceous,Harvested Forest,Tidal Wetlands,Low Vegetation,Low Vegetation,Harvested Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7572,Tidal Wetlands Harvested Forest to Tidal Wetlands Shrubland,Harvested Forest,Tidal Wetlands,Low Vegetation,Shrubland,Harvested Forest,"Wetlands, Tidal Non-forested",Natural,Natural
7573,Tidal Wetlands Harvested Forest to Tidal Wetlands Forested Other,Harvested Forest,Tidal Wetlands,Low Vegetation,Tree Canopy,Harvested Forest,"Forested, Other",Natural,Natural
7574,Tidal Wetlands Harvested Forest to Tidal Wetlands Forest,Harvested Forest,Tidal Wetlands,Low Vegetation,Tree Canopy,Harvested Forest,Forest,Natural,Natural
8010,Cropland Barren to Tidal Waters,Cropland,Tidal Waters,Barren,Water,Cropland,Water,Agricultural,Water
8011,Cropland Barren to Lakes and Reservoirs,Cropland,Lakes and Reservoirs,Barren,Water,Cropland,Water,Agricultural,Water
8012,Cropland Barren to Riverine Ponds,Cropland,Riverine Ponds,Barren,Water,Cropland,Water,Agricultural,Water
8013,Cropland Barren to Terrene Ponds,Cropland,Terrene Ponds,Barren,Water,Cropland,Water,Agricultural,Water
8014,Cropland Barren to Streams and Rivers,Cropland,Streams and Rivers,Barren,Water,Cropland,Water,Agricultural,Water
8020,Cropland Barren to Roads,Cropland,Roads,Barren,Impervious Roads,Cropland,Impervious Roads,Agricultural,Developed
8021,Cropland Barren to Structures,Cropland,Structures,Barren,Impervious Structures,Cropland,Impervious Structures,Agricultural,Developed
8022,Cropland Barren to Other Impervious,Cropland,Other Impervious,Barren,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8026,Cropland Barren to Tree Canopy Over Turf Grass,Cropland,Tree Canopy Over Turf,Barren,Tree Canopy,Cropland,Tree Canopy over Turf Grass,Agricultural,Developed
8027,Cropland Barren to Turf Grass,Cropland,Turf,Barren,Low Vegetation,Cropland,Turf Grass,Agricultural,Developed
8028,Cropland Barren to Bare Developed,Cropland,Developed,Barren,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8030,Cropland Barren to Extractive Barren,Cropland,Extractive,Barren,Barren,Cropland,Extractive,Agricultural,Developed
8031,Cropland Barren to Extractive Impervious,Cropland,Extractive,Barren,Other Impervious,Cropland,Extractive,Agricultural,Developed
8032,Cropland Barren to Solar Field Panel Arrays,Cropland,Solar Field,Barren,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8034,Cropland Barren to Solar Field Herbaceous,Cropland,Solar Field,Barren,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8036,Cropland Barren to Suspended Succession Barren,Cropland,Suspended Succession,Barren,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8037,Cropland Barren to Suspended Succession Herbaceous,Cropland,Suspended Succession,Barren,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8038,Cropland Barren to Suspended Succession Shrubland,Cropland,Suspended Succession,Barren,Shrubland,Cropland,"Pervious Developed, Other",Agricultural,Developed
8040,Cropland Barren to Forest,Cropland,Forest,Barren,Tree Canopy,Cropland,Forest,Agricultural,Natural
8041,Cropland Barren to Forested Other,Cropland,Forested Other,Barren,Tree Canopy,Cropland,"Forested, Other",Agricultural,Natural
8042,Cropland Barren to Natural Succession Barren,Cropland,Natural Succession,Barren,Barren,Cropland,Natural Succession,Agricultural,Natural
8043,Cropland Barren to Natural Succession Herbaceous,Cropland,Natural Succession,Barren,Low Vegetation,Cropland,Natural Succession,Agricultural,Natural
8044,Cropland Barren to Natural Succession Shrubland,Cropland,Natural Succession,Barren,Shrubland,Cropland,Natural Succession,Agricultural,Natural
8045,Cropland Barren to Harvested Forest Barren,Cropland,Harvested Forest,Barren,Barren,Cropland,Harvested Forest,Agricultural,Natural
8046,Cropland Barren to Harvested Forest Herbaceous,Cropland,Harvested Forest,Barren,Low Vegetation,Cropland,Harvested Forest,Agricultural,Natural
8081,Cropland Barren to Cropland Herbaceous,Cropland,Cropland,Barren,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8083,Cropland Barren to Orchards and Vineyards Herbaceous,Cropland,Orchards and Vineyards,Barren,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8084,Cropland Barren to Orchards and Vineyards Shrubland,Cropland,Orchards and Vineyards,Barren,Shrubland,Cropland,Cropland,Agricultural,Agricultural
8085,Cropland Barren to Pasture and Hay Barren,Cropland,Pasture and Hay,Barren,Barren,Cropland,Pasture and Hay,Agricultural,Agricultural
8086,Cropland Barren to Pasture and Hay Herbaceous,Cropland,Pasture and Hay,Barren,Low Vegetation,Cropland,Pasture and Hay,Agricultural,Agricultural
8110,Cropland Herbaceous to Tidal Waters,Cropland,Tidal Waters,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8111,Cropland Herbaceous to Lakes and Reservoirs,Cropland,Lakes and Reservoirs,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8112,Cropland Herbaceous to Riverine Ponds,Cropland,Riverine Ponds,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8113,Cropland Herbaceous to Terrene Ponds,Cropland,Terrene Ponds,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8114,Cropland Herbaceous to Streams and Rivers,Cropland,Streams and Rivers,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8115,Cropland Herbaceous to Bare Shore,Cropland,Bare Shore,Low Vegetation,Barren,Cropland,Natural Succession,Agricultural,Natural
8120,Cropland Herbaceous to Roads,Cropland,Roads,Low Vegetation,Impervious Roads,Cropland,Impervious Roads,Agricultural,Developed
8121,Cropland Herbaceous to Structures,Cropland,Structures,Low Vegetation,Impervious Structures,Cropland,Impervious Structures,Agricultural,Developed
8122,Cropland Herbaceous to Other Impervious,Cropland,Other Impervious,Low Vegetation,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8123,Cropland Herbaceous to Tree Canopy Over Roads,Cropland,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,Cropland,Tree Canopy over Impervious,Agricultural,Developed
8124,Cropland Herbaceous to Tree Canopy Over Structures,Cropland,Tree Canopy Over Structures,Low Vegetation,Tree Canopy Over Impervious Structures,Cropland,Tree Canopy over Impervious,Agricultural,Developed
8125,Cropland Herbaceous to Tree Canopy Over Other Impervious,Cropland,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Cropland,Tree Canopy over Impervious,Agricultural,Developed
8126,Cropland Herbaceous to Tree Canopy Over Turf Grass,Cropland,Tree Canopy Over Turf,Low Vegetation,Tree Canopy,Cropland,Tree Canopy over Turf Grass,Agricultural,Developed
8127,Cropland Herbaceous to Turf Grass,Cropland,Turf,Low Vegetation,Low Vegetation,Cropland,Turf Grass,Agricultural,Developed
8128,Cropland Herbaceous to Bare Developed,Cropland,Developed,Low Vegetation,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8130,Cropland Herbaceous to Extractive Barren,Cropland,Extractive,Low Vegetation,Barren,Cropland,Extractive,Agricultural,Developed
8131,Cropland Herbaceous to Extractive Impervious,Cropland,Extractive,Low Vegetation,Other Impervious,Cropland,Extractive,Agricultural,Developed
8132,Cropland Herbaceous to Solar Field Panel Arrays,Cropland,Solar Field,Low Vegetation,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8133,Cropland Herbaceous to Solar Field Barren,Cropland,Solar Field,Low Vegetation,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8134,Cropland Herbaceous to Solar Field Herbaceous,Cropland,Solar Field,Low Vegetation,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8135,Cropland Herbaceous to Solar Field Shrubland,Cropland,Solar Field,Low Vegetation,Shrubland,Cropland,"Pervious Developed, Other",Agricultural,Developed
8136,Cropland Herbaceous to Suspended Succession Barren,Cropland,Suspended Succession,Low Vegetation,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8137,Cropland Herbaceous to Suspended Succession Herbaceous,Cropland,Suspended Succession,Low Vegetation,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8138,Cropland Herbaceous to Suspended Succession Shrubland,Cropland,Suspended Succession,Low Vegetation,Shrubland,Cropland,"Pervious Developed, Other",Agricultural,Developed
8140,Cropland Herbaceous to Forest,Cropland,Forest,Low Vegetation,Tree Canopy,Cropland,Forest,Agricultural,Natural
8141,Cropland Herbaceous to Forested Other,Cropland,Forested Other,Low Vegetation,Tree Canopy,Cropland,"Forested, Other",Agricultural,Natural
8142,Cropland Herbaceous to Natural Succession Barren,Cropland,Natural Succession,Low Vegetation,Barren,Cropland,Natural Succession,Agricultural,Natural
8143,Cropland Herbaceous to Natural Succession Herbaceous,Cropland,Natural Succession,Low Vegetation,Low Vegetation,Cropland,Natural Succession,Agricultural,Natural
8144,Cropland Herbaceous to Natural Succession Shrubland,Cropland,Natural Succession,Low Vegetation,Shrubland,Cropland,Natural Succession,Agricultural,Natural
8145,Cropland Herbaceous to Harvested Forest Barren,Cropland,Harvested Forest,Low Vegetation,Barren,Cropland,Harvested Forest,Agricultural,Natural
8146,Cropland Herbaceous to Harvested Forest Herbaceous,Cropland,Harvested Forest,Low Vegetation,Low Vegetation,Cropland,Harvested Forest,Agricultural,Natural
8180,Cropland Herbaceous to Cropland Barren,Cropland,Cropland,Low Vegetation,Barren,Cropland,Cropland,Agricultural,Agricultural
8182,Cropland Herbaceous to Orchards and Vineyards Barren,Cropland,Orchards and Vineyards,Low Vegetation,Barren,Cropland,Cropland,Agricultural,Agricultural
8183,Cropland Herbaceous to Orchards and Vineyards Herbaceous,Cropland,Orchards and Vineyards,Low Vegetation,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8184,Cropland Herbaceous to Orchards and Vineyards Shrubland,Cropland,Orchards and Vineyards,Low Vegetation,Shrubland,Cropland,Cropland,Agricultural,Agricultural
8185,Cropland Herbaceous to Pasture and Hay Barren,Cropland,Pasture and Hay,Low Vegetation,Barren,Cropland,Pasture and Hay,Agricultural,Agricultural
8186,Cropland Herbaceous to Pasture and Hay Herbaceous,Cropland,Pasture and Hay,Low Vegetation,Low Vegetation,Cropland,Pasture and Hay,Agricultural,Agricultural
8213,Orchards and Vineyards Barren to Terrene Ponds,Orchards and Vineyards,Terrene Ponds,Barren,Water,Cropland,Water,Agricultural,Water
8220,Orchards and Vineyards Barren to Roads,Orchards and Vineyards,Roads,Barren,Impervious Roads,Cropland,Impervious Roads,Agricultural,Developed
8222,Orchards and Vineyards Barren to Other Impervious,Orchards and Vineyards,Other Impervious,Barren,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8227,Orchards and Vineyards Barren to Turf Grass,Orchards and Vineyards,Turf,Barren,Low Vegetation,Cropland,Turf Grass,Agricultural,Developed
8228,Orchards and Vineyards Barren to Bare Developed,Orchards and Vineyards,Developed,Barren,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8237,Orchards and Vineyards Barren to Suspended Succession Herbaceous,Orchards and Vineyards,Suspended Succession,Barren,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8241,Orchards and Vineyards Barren to Forested Other,Orchards and Vineyards,Forested Other,Barren,Tree Canopy,Cropland,"Forested, Other",Agricultural,Natural
